province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Pau,135,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Neutra,136,Hungary,HUN,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Hungary (HUN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",HUN,OWNED,high
Chun'an,137,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Krasnapolle,138,Lithuania,LIT,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Lithuania (LIT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",LIT,OWNED,high
Parsons,139,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Liman,140,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Chumphon,141,Siam,SIA,"Mainland SE Asia 1763 (Burma/Siam/Vietnam/Khmer): province held by Siam (SIA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",SIA,OWNED,high
Mu Us Desert,142,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Schweidnitz,143,Prussia,PRU,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Prussia (PRU) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",PRU,OWNED,high
Beaufort,144,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Volokolamsk,145,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Andaman,146,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Fayetteville,147,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Yeppoon,148,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Mont-de-Marsan,149,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Chesma,150,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Xaihua,151,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Baunt,152,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Al Qosimah,153,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Elkins,154,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Zhenglan,155,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Tiruvarur,156,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Yashkul,157,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Mälar,158,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Nel Kan,159,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Sunud,160,China,CHI,"East Asia 1763 (Qing empire + tributaries): province held by China (CHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",CHI,OWNED,high
Coruripe,161,Brazil,BRZ,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Brazil (BRZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",BRZ,OWNED,high
Madras,162,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Shibaertale,163,Yili,ILI,"East Asia 1763 (Qing empire + tributaries): province held by Yili (ILI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",ILI,OWNED,high
the Outback,164,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Soerabaja,165,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Zilair,166,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Jaipur,167,Gwalior,GWA,"South Asia 1763 (post-Mughal successors + EIC): province held by Gwalior (GWA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",GWA,OWNED,high
Bayandai,168,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Bardawil,169,Egypt,EGY,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Egypt (EGY) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",EGY,OWNED,high
Bikaner,170,Jaisalmer,JAI,"South Asia 1763 (post-Mughal successors + EIC): province held by Jaisalmer (JAI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",JAI,OWNED,high
Aim,171,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Oricuri,172,Brazil,BRZ,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Brazil (BRZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",BRZ,OWNED,high
Riobamba,173,Quito,QTO,"Latin America 1763 (Spanish viceroyalties / Portuguese Brazil): province held by Quito (QTO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/latin_america_1763.md]",QTO,OWNED,high
Xielecun,174,Xinjiang,XNG,"East Asia 1763 (Qing empire + tributaries): province held by Xinjiang (XNG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",XNG,OWNED,high
Marienburg,175,Prussia,PRU,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Prussia (PRU) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",PRU,OWNED,high
Krasny Holm,176,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Malinau,177,Bulungan,BGN,"Maritime SE Asia 1763 (sultanates + VOC): province held by Bulungan (BGN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",BGN,OWNED,high
Vokhma,178,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Borova,179,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Murom,180,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kotor,181,Venice,VEN,"Italy 1763 (pre-unification states + republics): province held by Venice (VEN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",VEN,OWNED,high
Erlau,182,Hungary,HUN,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Hungary (HUN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",HUN,OWNED,high
Baltai,183,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Bezhetsk,184,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Austerlitz,185,Austria,AUS,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Austria (AUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",AUS,OWNED,high
Danilovka,186,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Debar,187,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Pyshchug,188,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Kochubey,189,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Balakliya,190,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
